,Tokyo,Kanagawa,Saitama,Ibaraki,Tochigi,Gunma,Chiba
Tokyo,0.0,17.10150891632373,27.32409972299169,0.39138863381287625,0.26558514437302316,0.2824435763888889,0.428125
Kanagawa,17.10150891632373,0.0,3.2355555555555555,0.16841826954854913,0.10890652557319223,0.12630579297245964,0.20597555454956995
Saitama,27.32409972299169,3.2355555555555555,0.0,0.24888888888888888,0.2085048010973937,0.21375,0.1384083044982699
Ibaraki,0.39138863381287625,0.16841826954854913,0.24888888888888888,0.0,0.16964285714285715,0.034048,0.018496498876998283
Tochigi,0.26558514437302316,0.10890652557319223,0.2085048010973937,0.16964285714285715,0.0,0.0625,0.00799595993603232
Gunma,0.2824435763888889,0.12630579297245964,0.21375,0.034048,0.0625,0.0,0.005621301775147929
Chiba,0.428125,0.20597555454956995,0.1384083044982699,0.018496498876998283,0.00799595993603232,0.005621301775147929,0.0
